turn,intersection,org,dst,length
46900,46898,9482,10176,10.068632910395225
46901,46898,10175,10173,22.919088087974096
46902,46898,10175,10176,12.209673469466448
46906,46905,10083,9390,20.756691741067936
46907,46905,10083,9619,6.719026776716899
46908,46905,10180,9390,19.975962863091436
46909,46905,10180,9619,9.902628068975975
46912,46911,10184,9807,11.990905024746096
46913,46911,10184,10137,15.872256112194991
46914,46911,10185,9807,7.559873385720532
46915,46911,10185,10137,5.781750556770485
46919,46918,9409,10184,11.662410853472695
46920,46918,9409,10186,15.360292368323327
46921,46918,10135,10184,22.941261718772623
46922,46918,10135,10186,15.59662487429555
46926,46925,10199,9384,30.12059143890655
46927,46925,10199,10201,22.398081264562986
46928,46925,10483,9384,48.28598627772368
46929,46925,10483,10201,28.216517955664518
46932,46931,9412,10202,26.917606590967647
46933,46931,9412,10484,36.98416978356442
46934,46931,10201,10202,33.0462841947913
46938,46937,8145,10203,35.96930482264169
46939,46937,8145,10533,24.212286557879164
46940,46937,9466,10203,32.67194505506736
46941,46937,9466,10533,54.443471911050906
46945,46944,9924,10204,19.40720140739286
46946,46944,10181,10204,16.072158111182976
46948,46947,9978,9855,25.136981832450843
46949,46947,9978,10132,15.450374895514665
46950,46947,9978,10195,29.050002069442908
46951,46947,9978,10210,26.320787333272513
46952,46947,10055,9855,51.78916739697784
46953,46947,10055,10132,36.497698876388014
46954,46947,10055,10195,55.39701002916432
46955,46947,10196,10195,39.19395270817703
46956,46947,10197,9855,60.72084054140657
46957,46947,10197,10132,50.140272402898425
46962,46961,9854,10194,42.795775960089934
46963,46961,10195,9441,28.456718416872132
46967,46966,1020,9976,21.39034150029671
46968,46966,10194,9976,16.44660072359206
46969,46966,10194,10065,26.885226156543965
46970,46966,10210,9976,16.669845675990356
46971,46966,10210,10065,14.097413340025483
48884,48883,11095,11097,16.43510443812178
48885,48883,11096,11097,14.6407751690271
49105,49104,11104,14666,10.447894473482789
49106,49104,11104,17001,8.210359305448126
49108,49107,11105,14671,13.933232478735595
49109,49107,11105,17002,9.244344521009715
49111,49110,11101,14669,8.185785835587136
49112,49110,11101,11100,13.107309882118935
49113,49110,14666,14669,25.152597299631218
49114,49110,14666,11100,16.898017760288184
49119,49118,11102,11104,0.0005234124107757367
49121,49120,14669,11105,6.545202782197681e-05
49123,49122,14667,12080,0.0006905528834006945
49125,49124,14665,11106,8.865370458056345
49126,49124,14665,11107,10.069865059982824
49150,49149,14664,11108,0.00028995720533306894
49152,49151,11107,14659,10.962446443540284
49153,49151,11107,11130,5.931410688458747
49154,49151,11108,14659,7.454583404185461
49155,49151,11108,11130,14.169696077061106
49159,49158,14659,11115,9.261003196159578
49160,49158,14659,14661,17.852860591998123
49161,49158,14659,14658,21.17778829331445
49162,49158,11128,11115,18.90618641725718
49163,49158,11128,14661,13.101801706485059
49164,49158,11128,14658,7.189691911533789
49168,49167,11129,11131,0.00023460072323570793
49170,49169,11130,11102,8.93758762729183
49171,49169,11131,11102,33.38576316325399
49175,49174,17018,17017,11.774949028784842
49176,49174,17018,11132,14.52588056193371
49179,49178,11123,11133,1.0564208559527395
49181,49180,14658,11121,89.10161951150725
49182,49180,14658,14656,84.28107647314924
49183,49180,14658,11127,34.06803770824908
49184,49180,14658,17000,59.18764792074155
49185,49180,11120,17000,70.31492816103678
49186,49180,11120,17018,76.22084763282155
49187,49180,11122,11121,52.74520131434675
49188,49180,11122,14656,67.6480258357345
49189,49180,11122,11127,71.3528917156343
49190,49180,11122,17000,62.34025130544294
49191,49180,11122,17018,66.89096422092626
49192,49180,11133,11121,16.594856019784896
49193,49180,11133,14656,9.92112258262113
49194,49180,11133,11127,64.35356596184461
49195,49180,11133,17000,96.22672163250463
49196,49180,11133,17018,99.27438970980207
49282,49281,17020,11128,25.710229996088035
49283,49281,17020,11129,10.672993648166562
49284,49281,11132,11128,7.941283031408372
49285,49281,11132,11129,27.831325173098374
52320,52319,11100,11098,17.338809773115106
52321,52319,11100,14665,11.75483967234563
52322,52319,12080,11098,9.52646857221382
52323,52319,12080,14665,20.183517789482025
54764,54763,10051,17006,16.516760133386917
54765,54763,10177,17006,13.0998431767116
54766,54763,13232,989,21.65501369326304
54767,54763,13232,10054,27.501006616235575
54768,54763,13232,17006,42.87999849521301
54769,54763,17004,989,29.47735952247928
54770,54763,17004,10054,28.441516354014794
54771,54763,17005,989,30.973987419553843
54772,54763,17005,17006,22.248461867996664
54774,54773,9572,9531,35.56144905006423
54775,54773,9572,10720,69.00564757307599
54776,54773,9572,13219,74.2449468659974
54777,54773,9572,13224,44.77530303629982
54778,54773,13221,10720,25.75706786165216
54779,54773,13221,13219,51.53636690848143
54780,54773,13225,9531,51.302877182739394
54781,54773,13225,13224,51.41641284121733
54783,54782,13256,13257,9.707931446188358
54785,54784,13236,9744,40.051758773831565
54786,54784,13236,13237,23.720088024003893
54787,54784,13238,9744,27.751341276255587
54788,54784,13238,13237,29.211178291886238
54790,54789,8263,13239,12.424821755832584
54791,54789,13244,13239,18.661553918603154
54793,54792,750,751,24.937263683345186
54794,54792,750,9967,13.810263625426215
54795,54792,8271,9967,33.796327134214884
54796,54792,8271,13246,20.457975141557096
54797,54792,13245,9967,23.834759917478824
54798,54792,13245,13246,24.164173368941196
64769,54792,8271,751,28.40600394762031
54800,54799,8251,8252,32.22949218736917
54801,54799,8251,13250,26.033377077966815
54802,54799,8251,13251,16.9276315699182
54803,54799,13249,13251,20.359577078539072
54804,54799,13252,8252,17.025226542938075
54805,54799,13252,13250,21.1976025283505
54807,54806,8707,8250,28.592674315737664
54808,54806,8707,8261,27.076583032532724
54809,54806,8707,13240,19.69020631375534
54810,54806,13239,13240,26.701791942164082
54812,54811,8260,8679,24.5686623676224
54813,54811,8260,13242,13.924415455546052
54814,54811,13240,13242,20.71079508150052
54816,54815,8242,8241,30.927458534015244
54817,54815,8242,13236,22.809458742593655
54818,54815,13234,8241,15.988642975267302
54819,54815,13234,13236,19.84569152931455
54821,54820,16845,13234,19.87392265673079
54822,54820,16845,13243,17.83882841985707
54823,54820,13242,13234,11.772130511626674
54824,54820,13242,13243,27.09104963204231
54825,54820,16844,13234,28.659248462935103
54827,54826,8241,13232,34.9789750646947
54828,54826,8241,13233,28.601764808607218
54829,54826,13235,13232,21.359914369070538
54830,54826,13235,13233,36.597930337928325
54831,54826,13243,13232,42.27725220844159
54832,54826,13243,13233,15.778839709477559
54838,54837,13231,13213,2.6071694270965837
54840,54839,8358,13212,43.28287355553413
54841,54839,10834,13212,42.094272936644266
54842,54839,10834,13230,37.579764594620045
54843,54839,10834,13419,71.0965564864922
54844,54839,13213,13230,45.04493045976192
54845,54839,13213,13419,33.41136669367806
54846,54839,13421,13212,47.892941597507054
54847,54839,13421,13230,42.72673805510434
54848,54839,13421,13419,15.4172414705215
54850,54849,8357,13215,49.25362036143888
54851,54849,9934,8356,41.56937918158112
54852,54849,9934,13215,63.72480195610044
54853,54849,10798,8356,52.396029095415415
54854,54849,10798,13215,18.280912070980193
54855,54849,13230,8356,50.21228024125772
54856,54849,13418,8356,46.77313098634522
54857,54849,13418,13215,54.00049346439574
54859,54858,8354,9599,63.60333573418298
54860,54858,8354,9944,55.51034876591754
54861,54858,8354,13216,37.75741151754638
54862,54858,13229,9599,35.793627492210774
54863,54858,13229,9944,29.11203832813607
54864,54858,13229,13227,43.73632941498656
54866,54865,8352,8353,56.60127623577314
54867,54865,9542,8353,65.82513820213268
54868,54865,9542,13226,62.03252381432979
54869,54865,9585,8353,64.60905102437788
54870,54865,9585,13226,49.849950605027935
54871,54865,10757,8353,46.340805512364156
54872,54865,10757,13226,39.879391442986055
54873,54865,13227,13226,55.38407085974619
54875,54874,10723,9537,102.96203998441447
54876,54874,10723,9564,103.48945844659983
54877,54874,10723,10739,16.99859280026068
54878,54874,10723,13218,75.18499452967572
54879,54874,10723,13225,52.74172996012926
54880,54874,13219,10739,33.188930097444924
54881,54874,13219,13218,64.96875247244756
54882,54874,13226,9537,39.74963001701666
54883,54874,13226,9564,47.87659192032595
54884,54874,13226,13225,66.14827351344736
54886,54885,9519,13221,59.96256670157992
54887,54885,9519,13223,53.996388578438825
54888,54885,9551,13221,58.40931701066656
54889,54885,9551,13223,46.3143840831467
54890,54885,13222,13221,36.0994764282118
54891,54885,13224,13223,38.28719403531892
54970,54969,14070,13310,6.076009157074064
54971,54969,14066,13310,7.584222030895122
54973,54972,13310,14069,3.1001449499842826
54974,54972,13310,14068,3.1222761462623168
54976,54975,13311,13312,0.19674138831903948
54978,54977,13312,13313,0.36086061747102527
54980,54979,13313,13314,0.5534423986564841
54982,54981,13223,14067,4.512358621702949
54983,54981,13223,14062,12.843657494814181
54984,54981,14063,13222,6.759305221202745
54985,54981,14063,14062,14.61592011698734
64748,54981,14063,14067,21.394455645488893
54987,54986,14062,14070,5.913005030623505
54988,54986,14062,14061,7.49456831422773
54990,54989,14061,14064,25.387945191974392
54991,54989,14061,14060,16.530571622120277
54992,54989,13315,14064,16.157288380910074
54993,54989,13315,14060,24.161956149576042
54995,54994,14065,14059,18.732344324190375
54996,54994,14060,11068,15.004871891968305
54997,54994,14060,14059,15.143069090467435
55028,55027,13314,13325,0.11788021675505528
55300,55299,13417,13418,30.612530585689864
55301,55299,13417,13421,22.841967820758487
55302,55299,13420,13418,19.579541520097845
55303,55299,13420,13421,23.624758209762536
55305,55304,9945,13416,28.69633502270744
55306,55304,9945,13420,24.76152644965936
55307,55304,16996,13416,19.365701112070866
55308,55304,16996,13420,27.80849345899475
69624,69623,10084,69622,9.228566197720603
69625,69623,10084,69616,8.81270722218231
73548,73547,11073,73546,2.5906964174930756
