id,from_x,from_y,to_x,to_y,length,out_ang,num_lanes,c_x,c_y,cluster,grid_x,grid_y,grid_nb
1041,430049.80695968814,4582967.206066658,430063.7383470465,4582978.605169026,7.724605501902098,-1.9240554174078603,4,430056.7726533673,4582972.905617842,3,1954.0,20831.0,102
1042,430041.8872008976,4582945.139455802,430049.0605171092,4582952.355968523,6.056937034241481,-1.7899555197561152,2,430045.4738590034,4582948.747712162,3,1954.0,20831.0,102
1043,430066.0931824123,4582971.55244346,430074.24976301583,4582979.605302957,6.212468531024826,2.708635136895874,2,430070.17147271405,4582975.578873208,3,1954.0,20831.0,102
1044,430506.1456041117,4582740.952427529,430518.2220250256,4582752.362068571,11.32865971575758,-1.5775664574825243,4,430512.1838145687,4582746.65724805,3,1956.0,20830.0,120
1045,430506.03778583417,4582713.06179248,430515.420050177,4582722.144331789,8.685796888365303,-1.6158744657052004,3,430510.7289180056,4582717.603062134,3,1956.0,20830.0,120
1046,430597.68650322827,4582657.230335779,430643.00402347534,4582686.018093632,46.19626836766558,-0.4657492000557945,3,430620.3452633518,4582671.624214705,3,1957.0,20830.0,129
1047,430613.0646108885,4582667.30096213,430644.058180813,4582688.525980908,30.081486873460054,2.6900126795564088,3,430628.56139585073,4582677.913471519,3,1957.0,20830.0,129
1048,430568.7938474488,4582681.678424306,430582.2577712836,4582688.466777764,13.122753135561071,0.0609624117186053,2,430575.5258093662,4582685.072601035,3,1957.0,20830.0,129
1049,430618.5475605548,4582685.783676874,430631.2069206274,4582692.027646748,12.544517181513491,0.0195408857553844,2,430624.8772405911,4582688.905661811,3,1957.0,20830.0,129
1050,430641.1806191353,4582646.14793896,430650.2400806996,4582652.477641088,6.2436813837371945,1.5803862343619104,3,430645.71034991747,4582649.312790024,3,1957.0,20830.0,129
1051,430643.0613608149,4582674.217999592,430655.12454683386,4582680.937896426,6.604381378618918,1.5611442525135166,4,430649.0929538244,4582677.57794801,3,1957.0,20830.0,129
1052,430773.644954221,4582578.504644351,430782.85745904647,4582587.316867003,8.589292298658025,-1.5958689517487736,3,430778.25120663375,4582582.910755677,3,1958.0,20829.0,137
1053,431175.4257231381,4582549.000884453,431191.522155193,4582552.251724614,16.051447440708017,-3.125941863724515,1,431183.47393916553,4582550.626304533,3,1959.0,20829.0,146
1054,431313.7699506016,4582338.574893554,431322.879148512,4582348.702996554,10.03023814526978,1.5817371187199345,3,431318.3245495568,4582343.638945054,1,1960.0,20828.0,155
1055,431410.9978930985,4582253.538925015,431447.73312207736,4582279.250848967,36.97726247908137,-0.5030550660184362,3,431429.3655075879,4582266.394886991,1,1961.0,20828.0,165
1056,431426.403650608,4582263.679044087,431447.7387297512,4582280.7156453375,19.37737712905269,2.653447814409149,3,431437.07119017956,4582272.197344713,1,1961.0,20828.0,165
1057,431430.4209425687,4582278.0639561,431441.3999744276,4582290.483121119,10.49716330931355,0.0408986186075978,4,431435.91045849817,4582284.27353861,1,1961.0,20828.0,165
1058,431578.7108569216,4582205.190179008,431588.2893980098,4582216.18511663,10.503670073471556,1.514320304961555,3,431583.5001274657,4582210.6876478195,1,1961.0,20828.0,165
1136,429426.4464314513,4581375.475872469,429442.55709132896,4581388.506110575,17.83160141160691,2.5035888264050725,1,429434.50176139013,4581381.990991522,0,1951.0,20824.0,66
1167,429183.1604940017,4581005.598923629,429230.0218001834,4581013.672198952,46.81270469554197,0.1089695369021541,1,429206.5911470925,4581009.635561291,0,1950.0,20822.0,51
1208,429483.9734779232,4581418.966850282,429507.8491063941,4581426.733152094,23.761806013000207,2.936945976513139,1,429495.91129215865,4581422.850001188,0,1952.0,20824.0,76
1217,429350.7216731276,4581306.107252897,429381.3700497515,4581330.556841669,36.302061327396416,-0.653395518154817,1,429366.04586143955,4581318.332047283,0,1951.0,20824.0,66
1236,429605.02615123126,4583212.418811704,429697.83667490014,4583216.321674169,92.78572141122584,3.131860350152976,1,429651.4314130657,4583214.370242937,2,1952.0,20832.0,84
1237,429580.65925760847,4583211.143871988,429596.9268134976,4583223.816512227,15.278004502822736,2.6337236241988418,2,429588.79303555307,4583217.480192108,2,1952.0,20832.0,84
1238,429702.9667132451,4583163.9381695455,429715.3751451645,4583208.8058516085,44.75991648608896,1.5799325912281048,4,429709.1709292048,4583186.3720105775,2,1953.0,20832.0,93
1258,429046.9375723061,4581386.40260978,429160.4742955933,4581390.144951753,113.51953124996938,0.0065399443947227,1,429103.7059339497,4581388.273780767,0,1950.0,20824.0,53
1259,429030.4205237439,4581325.208786787,429036.665739684,4581382.178857972,56.94475629202375,-1.5751035250393404,2,429033.543131714,4581353.69382238,0,1950.0,20824.0,53
1260,429165.9005028407,4581319.006936358,429175.2045885631,4581381.694104903,62.64420431809968,1.5659404422127474,3,429170.5525457019,4581350.350520631,0,1950.0,20824.0,53
1297,428771.1518509512,4580935.196276026,428782.0548420326,4580978.426406345,43.415315033590936,-1.3865539059134315,1,428776.60334649193,4580956.811341185,0,1948.0,20822.0,25
1298,428789.05192070914,4580934.625760902,428802.2564919465,4580944.552311523,13.75016750778941,-2.57351735169035,1,428795.65420632786,4580939.589036212,0,1949.0,20822.0,37
1323,431879.74216751306,4582556.214266014,431992.7136678597,4582671.638139279,158.5099592218062,0.7965493814135185,1,431936.22791768634,4582613.926202646,1,1963.0,20830.0,186
1324,431876.7214425628,4582559.074941705,431989.9325558016,4582674.743554003,158.85246679562485,-2.34504452066234,1,431933.32699918223,4582616.909247854,1,1963.0,20830.0,186
1325,432010.3575140652,4582696.839135671,432122.29984814994,4582813.733214106,158.8526300793161,-2.33372642778198,1,432066.3286811076,4582755.286174889,1,1963.0,20830.0,186
1326,432013.4102408918,4582694.012850213,432125.1159086063,4582810.659766384,158.51043141385014,0.8078679378704251,1,432069.26307474903,4582752.336308299,1,1963.0,20830.0,186
1327,432138.7549201672,4582827.409562942,432251.9182809324,4582943.125274688,158.85279665899685,-2.34461417168628,1,432195.3366005498,4582885.267418815,1,1964.0,20831.0,196
1328,432141.7770993756,4582824.550362641,432254.7008491971,4582940.021333357,158.51028920231198,0.7969806602809412,1,432198.23897428636,4582882.285847999,1,1964.0,20831.0,196
1329,432269.98874386726,4582963.509738083,432377.3344700256,4583073.270537446,150.52778262521772,-2.344618685627469,1,432323.66160694644,4583018.390137765,1,1965.0,20831.0,204
1330,432273.0099517064,4582960.651253607,432380.17378079897,4583070.224351747,150.2664066657153,0.7969666433971168,1,432326.5918662527,4583015.437802677,1,1965.0,20831.0,204
