id,from_x,from_y,to_x,to_y,length,out_ang,num_lanes
10832,428838.8727855433,4580785.576094563,428912.4155318111,4580828.713610274,82.68321365774469,-2.629395630998733,1
10834,428861.39179974626,4580713.719517907,428978.35663524945,4580761.367043625,124.25837050434089,0.3692751415511379,1
10837,428882.5118229727,4580655.814408215,429034.24505115225,4580707.883261826,158.63064227175346,-2.8261251004296404,1
11022,427908.06651765644,4581814.210840098,427993.12714780273,4581903.664557497,117.44824114099889,2.3283180148106544,2
11023,427902.9855933051,4581809.936687459,427987.3981210565,4581898.703510023,116.5038543974576,-0.8132646114050565,2
11047,428008.0926628776,4582504.647445794,428078.65442812804,4582516.80331404,70.53541510220384,-0.002210204384634082,4
11068,427797.9283412326,4581732.946175774,427991.94539559114,4581753.953575901,193.6683190905425,-3.0949991363940206,4
11073,427799.42302465695,4581710.305933108,427854.5950820118,4581719.732759432,55.103955841098625,-0.007750821715305794,3
11074,427799.2903872654,4581720.770478657,427958.9448516968,4581730.606424948,159.60951022306799,0.0052382441981164065,3
11095,428051.5433472722,4582567.699799684,428082.49619328155,4582597.318658025,30.884195094336093,2.406165612182601,4
11096,428053.95741873974,4582601.976893664,428072.11110236286,4582616.613658177,17.726050809149744,-2.5698953257498762,2
11097,427991.53981735883,4582597.250018356,428045.50429964927,4582640.609320991,57.76136653295643,2.520808664551684,4
11098,428878.8177728413,4583290.564237904,428935.48896044056,4583366.319413228,80.68077100952534,2.1492662867210934,5
11100,428930.1595372201,4583255.0906806355,428955.50709007535,4583283.010534671,23.548451894654672,2.1417809988449124,5
11101,428950.4561975435,4583225.168148212,428975.6978697119,4583252.568630211,22.932595059791083,2.1625515489720573,5
11102,428783.23412444885,4583136.132473035,428875.84462355817,4583202.550731314,105.5769087024769,0.592431201097567,3
11104,428870.67394101084,4583195.186339393,428893.97985388694,4583215.61488263,22.293624691015797,0.6317428659243438,3
11105,429012.8480206027,4583289.064523282,429026.7404751598,4583302.401644273,10.755046126117401,0.5597445201802901,3
11106,428759.7604698202,4583209.038111429,428808.7727999697,4583281.66971124,84.86321274340314,2.1507367709840164,1
11107,428760.23278378136,4583168.709580138,428809.49205428927,4583204.758166716,55.42872963597158,-2.5463244677741024,2
11108,428745.34580288123,4583171.882736291,428754.29986130534,4583183.000081781,11.432092432398777,-0.9678193090190726,1
11115,428639.08552715526,4583113.316904706,428666.6839662348,4583170.10749002,60.87311054516164,1.9914867644527006,1
11120,428389.9083441491,4582830.267471667,428487.4630253925,4582916.979518962,124.56950320472507,0.7206913663007102,2
11121,428375.5250892954,4582857.184167456,428459.1995942503,4582934.228710367,107.7663095255629,-2.402278021140809,2
11122,428491.01884137996,4582873.288604033,428503.39745377266,4582912.567447551,39.16449993594264,1.5804780725058933,4
11123,428358.9003536329,4582942.305693037,428375.53745213366,4582957.61931888,16.349850536795348,-0.019355235190987616,5
11127,428490.5253548883,4582984.210160696,428508.8502093701,4583079.5101939645,94.70846421870606,1.5036783042675297,4
11128,428662.86711805634,4583079.595539734,428689.5295401793,4583097.779717345,27.077516631195916,2.644603642925349,2
11129,428710.32743073953,4583087.513485513,428753.7879315763,4583121.218803473,46.511124242216276,0.6004547199131934,3
11130,428763.55633039185,4583143.395314674,428780.26612390013,4583166.008596803,25.305708970231787,-0.9736529209737815,1
11131,428748.70300789346,4583113.79269004,428760.1684425651,4583125.5876909355,7.733162216960621,0.6003916635045214,3
11132,428629.1732119757,4583026.297101296,428693.9011813076,4583077.365527688,73.80528877185466,0.6357980709541736,3
11133,428376.21802887967,4582940.093465875,428449.2084571183,4582957.096502422,72.6032042526495,-0.027671442286152665,5
11229,428229.9126461641,4582745.830797955,428237.0761788687,4582939.855772153,194.00527734915377,1.5493301906489312,1
11230,428226.8680643657,4582743.362160103,428232.79941920855,4582939.919300011,196.53425622410322,-1.5857138145914957,1
12055,428962.3287622338,4583456.059925085,429130.61720159935,4583545.284316664,185.60791814756507,2.6727246027430107,2
12077,429105.8503870604,4583359.690817638,429126.65961937787,4583382.756330113,19.71040515962032,-0.993823136792489,4
12078,429173.3416647408,4583461.1237124475,429180.38743555103,4583486.9128287155,25.638608836337,1.7307718346567114,1
12079,429131.7902396277,4583461.293901608,429141.5388618518,4583482.313416749,20.247143255396097,-1.3790491689716995,2
12080,428936.23332142935,4583286.425734975,428978.70531858574,4583318.811467264,42.447240678097366,-2.5926347700861,4
12082,429217.13933520816,4583347.932890358,429253.94203403854,4583369.410622378,36.24337923091941,-0.48897265028515136,3
12084,429212.7501212093,4583332.049726653,429250.2196204886,4583357.981571947,40.16694990844286,-0.5442897802542883,2
12085,429229.6993213286,4583378.432821458,429250.4011655143,4583392.186885439,20.014762199175745,2.7143488032266117,2
12086,429223.5541744232,4583358.492703923,429254.0175438859,4583382.969790532,30.797869587857917,2.4830504179266137,3
12103,429096.66809672886,4583396.017226134,429106.7402441391,4583410.2262315815,13.520373899246716,-1.6524007018995122,3
12117,429273.17058546084,4583383.13854399,429308.0495343496,4583394.589248463,35.20280428251783,0.24504875802217813,1
12120,429271.71793586033,4583386.5471587535,429307.78459011717,4583398.658721475,36.490630632077306,-2.886477503677709,1
12282,429972.1396796564,4583029.546185612,429987.51294862246,4583093.735675614,64.1031745624357,-1.5766232726722906,5
12285,429567.71848284797,4583234.934366813,429580.81393484236,4583370.076706622,135.0494129749314,-1.5789108314438614,4
